consumerid,choice,value_total,treattype,pg_km_adj,pgmidgrade_km_adj,pe_km_adj,dv_ctb,dv_bh,dv_rec,dv_female,dv_age_25to40y,dv_age_morethan65y,dv_somesecondary,dv_somecollege,dv_carpriceadj_p75p100,dv_usageveh_p75p100,stationvisit_avgcarprice_adj
3960,3,50,0,.3792622,.4160879,.4022005,0,1,0,1,1,0,0,1,1,0,27.85874
3961,3,80,1,.2725031,.2989627,.2905242,0,1,0,0,0,0,0,1,0,0,27.85874
3962,1,97.06,1,.2847008,.3123448,.3094926,0,1,0,0,1,0,1,0,1,0,27.85874
3963,3,30,1,.283709,.3112566,.3018627,0,1,0,0,0,0,0,1,1,1,27.85874
3964,1,30,1,.2537872,.2784295,.2660054,0,1,0,0,1,0,1,0,0,0,27.85874
3965,1,50,1,.2951137,.3237687,.314707,0,1,0,1,1,0,0,1,0,0,27.85874
3966,1,65,1,.2647991,.2905106,.2820886,0,1,0,0,1,0,1,0,0,0,27.85874
3967,1,50,1,.2895121,.3176231,.3123221,0,1,0,1,1,0,0,1,0,0,27.85874
3968,1,78.49,1,.3362281,.3688752,.3598107,0,1,0,0,0,0,0,1,1,1,27.85874
3969,1,20,1,.323993,.3554521,.3462618,0,1,0,0,0,0,0,0,0,0,27.85874
3970,1,20,1,.2698712,.2960753,.2861715,0,1,0,0,0,0,1,0,0,0,27.85874
3971,1,30,1,.2887874,.3168281,.3099303,0,1,0,0,0,0,1,0,1,0,27.85874
3972,1,20,1,.2483903,.2725085,.2638015,0,1,0,0,1,0,1,0,0,1,27.85874
3973,1,103,1,.2677044,.293698,.2860523,0,1,0,0,1,0,0,1,1,1,27.85874
3974,1,50,1,.379869,.4167536,.3759147,0,1,0,1,1,0,1,0,1,0,27.85874
3975,1,120,1,.2859398,.313704,.3047209,0,1,0,0,0,0,1,0,0,0,27.85874
3976,1,30,1,.2418591,.2653432,.2567485,0,1,0,0,0,0,0,1,0,0,27.85874
3977,1,130.05,1,.3267918,.3585227,.3548234,0,1,0,0,0,0,0,1,1,1,27.85874
3978,1,25,1,.2620839,.2875318,.2787237,0,1,0,0,1,0,1,0,0,1,27.85874
3979,3,30,2,.2622735,.2877398,.28462,0,1,0,0,0,0,1,0,0,0,27.85874
3980,1,30,2,.294786,.3234092,.3342302,0,1,0,1,0,0,0,1,0,0,27.85874
3981,1,30,2,.3716013,.4076831,.3939508,0,1,0,0,1,0,0,1,1,0,27.85874
3982,1,139,2,.2955705,.3242698,.3170746,0,1,0,0,0,0,1,0,0,1,27.85874
3983,3,20,2,.3532107,.3875068,.3842964,0,1,0,0,1,0,0,1,0,0,27.85874
3984,1,50,2,.2387207,.2619,.2533616,0,1,0,0,0,0,0,1,0,1,27.85874
3985,1,30,2,.2927382,.3211625,.3116593,0,1,0,1,1,0,1,0,0,0,27.85874
3986,1,30,2,.2660667,.2919013,.2889013,0,1,0,1,1,0,0,1,0,1,27.85874
3987,1,20,2,.3601251,.3950925,.3921427,0,1,0,0,1,0,0,1,0,0,27.85874
3988,1,30,2,.2859398,.313704,.3047209,0,1,0,0,0,0,0,1,0,0,27.85874
3989,1,109.15,2,.3223799,.3536824,.3450586,0,1,0,0,0,0,1,0,0,0,27.85874
3990,1,20,2,.2575186,.2825232,.2741291,0,1,0,0,1,0,1,0,0,0,27.85874
3991,1,20,2,.3532107,.3875068,.3842964,0,1,0,0,0,0,1,0,0,1,27.85874
3992,1,80,2,.2660667,.2919013,.2889013,0,1,0,0,1,0,1,0,0,0,27.85874
3993,2,60,2,.2802541,.3074663,.2968905,0,1,0,0,0,1,1,0,0,1,27.85874
3994,1,20,2,.2622735,.2877398,.28462,0,1,0,0,0,0,0,1,0,1,27.85874
3995,1,50,2,.2585869,.2836952,.2804638,0,1,0,0,0,0,1,0,0,1,27.85874
3996,3,70,2,.2483282,.2724404,.2667743,0,1,0,0,0,0,1,0,0,1,27.85874
3997,3,80.02,0,.2469748,.2564774,.2068596,0,0,0,0,0,0,1,0,0,0,26.59272
3998,1,20,0,.2588282,.2687869,.2300682,0,0,0,1,1,0,0,1,1,0,26.59272
3999,1,80,0,.4839606,.5025815,.4451907,0,0,0,1,1,0,0,1,0,1,26.59272
4000,3,20,0,.305376,.3171257,.2731586,0,0,0,0,0,0,0,1,0,1,26.59272
4001,3,50,0,.2446143,.2540261,.2159753,0,0,0,0,1,0,1,0,0,0,26.59272
4002,1,50,0,.3288709,.3415246,.2971916,0,0,0,0,1,0,0,1,1,0,26.59272
4003,3,50,0,.25771,.2676258,.2155178,0,0,0,0,1,0,0,1,0,1,26.59272
4004,1,41.02,0,.2395401,.2487567,.2104298,0,0,0,0,0,0,0,1,0,0,26.59272
4005,1,10,0,.2610199,.2710629,.2359081,0,0,0,0,1,0,0,1,0,0,26.59272
4006,3,15,0,.2899805,.3011379,.2573313,0,0,0,0,1,0,1,0,0,0,26.59272
4007,3,40,0,.2548584,.2646644,.2306385,0,0,0,0,0,1,0,1,0,0,26.59272
4008,3,20,0,.3199994,.3323118,.2962978,0,0,0,0,1,0,0,1,0,0,26.59272
4009,1,20,0,.3222457,.3346446,.2884171,0,0,0,0,1,0,0,1,0,1,26.59272
4010,1,50,0,.2493097,.2589022,.2208001,0,0,0,0,0,0,0,1,0,1,26.59272
4011,3,79,0,.279982,.2907546,.2498415,0,0,0,0,1,0,0,1,1,1,26.59272
4012,1,30,0,.2643515,.2745228,.2425065,0,0,0,0,1,0,1,0,0,1,26.59272
4013,3,10,0,.2400944,.2493323,.2145631,0,0,0,0,0,0,0,1,0,0,26.59272
4014,3,30,0,.316338,.3285095,.2905695,0,0,0,1,1,0,1,0,0,0,26.59272
4015,1,10,1,.2782044,.2889087,.2556804,0,0,0,0,0,0,1,0,0,0,26.59272
4016,3,30,1,.2969974,.3084248,.2638184,0,0,0,0,0,0,0,1,0,0,26.59272
4017,3,41.01,1,.2308055,.239686,.2037754,0,0,0,0,1,0,0,1,0,0,26.59272
4018,3,47.01,1,.2570562,.2669467,.2274749,0,0,0,0,0,0,0,1,0,1,26.59272
4019,3,50,1,.2811331,.2919501,.2531786,0,0,0,0,0,0,0,1,1,0,26.59272
4020,1,95.02,1,.2559658,.2658145,.2232194,0,0,0,1,1,0,0,1,0,0,26.59272
4021,1,50,1,.282475,.2933436,.2534294,0,0,0,1,0,0,0,1,1,0,26.59272
4022,1,26.09,1,.2572448,.2671426,.2323595,0,0,0,0,0,0,0,1,0,0,26.59272
4023,1,30,1,.2504524,.2600889,.2096673,0,0,0,0,1,0,1,0,0,0,26.59272
4024,3,30,1,.2871884,.2982383,.2644341,0,0,0,0,1,0,0,1,0,1,26.59272
4025,1,10,1,.2689125,.2792593,.2433405,0,0,0,0,1,0,1,0,0,0,26.59272
4026,3,20,1,.2433797,.252744,.2175854,0,0,0,0,1,0,0,1,0,1,26.59272
4027,3,30,1,.2368966,.2460115,.2116237,0,0,0,0,1,0,0,1,0,1,26.59272
4028,3,40,1,.2400944,.2493323,.2145631,0,0,0,1,1,0,1,0,0,0,26.59272
4029,1,86,1,.257472,.2673785,.2305766,0,0,0,0,1,0,0,1,0,1,26.59272
4030,3,10,1,.2467561,.2562504,.220694,0,0,0,0,1,0,0,1,0,0,26.59272
4031,3,10,1,.2524506,.262164,.2236336,0,0,0,0,1,0,0,1,0,0,26.59272
4032,3,30,1,.2810605,.2918746,.2587552,0,0,0,1,0,0,0,1,0,0,26.59272
4033,3,51.01,2,.2571508,.267045,.2267849,0,0,0,0,1,0,1,0,0,0,26.59272
4034,1,45.22,2,.3219614,.3343493,.2960745,0,0,0,0,0,1,0,1,0,0,26.59272
4035,1,50,2,.2496255,.2592302,.2193959,0,0,0,0,0,0,0,1,0,0,26.59272
4036,3,50,2,.2683397,.2786644,.2463743,0,0,0,1,1,0,0,1,0,0,26.59272
4037,1,65.51,2,.2594303,.2694122,.2354373,0,0,0,1,1,0,0,1,1,0,26.59272
4038,1,75.01,2,.2687064,.2790452,.2379887,0,0,0,0,1,0,0,1,0,1,26.59272
4039,1,10,2,.2713017,.2817404,.2467182,0,0,0,0,0,0,0,1,0,1,26.59272
4040,3,62.2,2,.282625,.2934994,.2599836,0,0,0,0,1,0,0,1,0,1,26.59272
4041,1,40,2,.2337829,.242778,.2087637,0,0,0,1,1,0,1,0,0,0,26.59272
4042,3,25,2,.3070682,.3188831,.2730369,0,0,0,1,0,0,0,1,0,0,26.59272
4043,1,98.01,2,.2496255,.2592302,.2193959,0,0,0,1,1,0,0,1,0,0,26.59272
4044,3,40,2,.2871884,.2982383,.2644341,0,0,0,0,1,0,0,1,0,0,26.59272
4045,1,30,2,.2703444,.2807463,.2444267,0,0,0,0,1,0,0,1,0,0,26.59272
4046,3,84,2,.3751516,.389586,.3392224,0,0,0,0,1,0,0,1,1,0,26.59272
4047,3,50,2,.2649074,.2751001,.2395667,0,0,0,0,0,0,1,0,0,0,26.59272
4048,3,75.03,2,.2642675,.2744355,.2423131,0,0,0,0,0,0,0,1,0,0,26.59272
4049,3,20,2,.2467561,.2562504,.220694,0,0,0,0,1,0,1,0,0,0,26.59272
4050,3,25,2,.3063228,.3181089,.2726281,0,0,0,0,0,0,0,1,0,0,26.59272
4051,3,85,0,.3001635,.3216114,.2780414,0,0,0,0,1,0,1,0,1,0,34.65624
4052,1,30,0,.3048549,.326638,.2825089,0,0,0,0,1,0,0,1,0,0,34.65624
4053,3,100,0,.286781,.3072727,.2729029,0,0,0,0,1,0,0,1,1,1,34.65624
4054,1,80,0,.3100532,.3322077,.2874186,0,0,0,0,0,0,0,1,1,0,34.65624
4055,1,57,0,.2711383,.2905123,.2567821,0,0,0,0,0,0,1,0,1,0,34.65624
4056,3,20,0,.3775675,.4045463,.3568999,0,0,0,0,0,0,0,1,1,0,34.65624
4057,1,50,0,.2711383,.2905123,.2567821,0,0,0,1,0,1,0,1,1,0,34.65624
4058,3,104,0,.3128663,.3352219,.2883334,0,0,0,1,0,0,0,1,1,0,34.65624
4059,3,50,0,.3348328,.358758,.320946,0,0,0,0,0,0,1,0,1,0,34.65624
4060,1,70,0,.2852928,.3056781,.2695313,0,0,0,0,0,1,0,1,0,0,34.65624
4061,1,60,0,.3251228,.3483542,.3063458,0,0,0,0,0,1,0,1,1,0,34.65624
4062,1,20,0,.3096952,.3318242,.2871223,0,0,0,1,0,0,0,1,0,0,34.65624
4063,3,50.01,0,.3061849,.328063,.2872328,0,0,0,1,0,0,0,1,0,0,34.65624
4064,3,10,0,.2733285,.292859,.2556015,0,0,0,0,0,0,0,1,0,0,34.65624
4065,1,60,0,.3128663,.3352219,.2883334,0,0,0,1,1,0,0,1,1,0,34.65624
4066,1,20,0,.2966061,.3177998,.2915764,0,0,0,1,1,0,0,1,0,0,34.65624
4067,3,80,0,.2910604,.3118578,.2772055,0,0,0,0,0,0,0,1,1,1,34.65624
4068,1,70,0,.2988484,.3202023,.2983949,0,0,0,0,0,0,1,0,1,0,34.65624
4069,3,20,1,.2556062,.2738703,.2478063,0,0,0,0,0,0,0,1,0,0,34.65624
4070,1,90,1,.2681398,.2872995,.2480556,0,0,0,1,0,0,0,1,0,0,34.65624
4071,1,72.72,1,.3777086,.4046974,.3519622,0,0,0,0,0,0,0,1,0,1,34.65624
4072,3,100,1,.3069742,.3289088,.2829765,0,0,0,0,1,0,0,0,1,1,34.65624
4073,3,71.01,1,.2750313,.2946834,.2606329,0,0,0,1,1,0,0,1,1,0,34.65624
4074,3,92.01,1,.482522,.5170001,.461439,0,0,0,1,1,0,0,1,1,0,34.65624
4075,3,52.01,1,.329182,.3527034,.3151926,0,0,0,0,0,0,0,1,1,1,34.65624
4076,3,50,1,.2770405,.2968361,.2614227,0,0,0,0,1,0,1,0,0,0,34.65624
4077,3,70,1,.3306979,.3543276,.3071879,0,0,0,0,0,1,1,0,0,0,34.65624
4078,3,77,1,.3955365,.4237992,.3401599,0,0,0,1,0,0,0,1,1,0,34.65624
4079,1,123,1,.4446621,.476435,.3793817,0,0,0,0,0,0,1,0,1,0,34.65624
4080,1,26.76,1,.3069742,.3289088,.2829765,0,0,0,1,0,1,0,1,1,0,34.65624
4081,3,60,1,.3530126,.3782368,.3395397,0,0,0,1,1,0,0,1,0,0,34.65624
4082,1,110,1,.3530126,.3782368,.3395397,0,0,0,0,0,0,0,1,0,0,34.65624
4083,3,20,1,.2915449,.312377,.2716832,0,0,0,0,0,0,0,1,1,0,34.65624
4084,1,30,1,.3096952,.3318242,.2871223,0,0,0,0,0,0,0,1,1,0,34.65624
4085,3,70,1,.304812,.326592,.2820161,0,0,0,0,0,0,0,1,0,0,34.65624
4086,1,50,1,.314007,.3364441,.2946855,0,0,0,1,1,0,0,1,0,0,34.65624
4087,1,60,2,.3178383,.3405491,.2995756,0,0,0,0,0,0,0,1,0,0,34.65624
4088,1,73,2,.3541784,.3794858,.3343638,0,0,0,0,1,0,0,1,1,0,34.65624
4089,3,60,2,.2657447,.2847332,.248298,0,0,0,1,1,0,0,1,0,0,34.65624
4090,1,200,2,.2956557,.3167816,.277673,0,0,0,1,0,0,0,1,1,0,34.65624
4091,3,72,2,.3366795,.3607366,.3217115,0,0,0,0,1,0,0,1,1,0,34.65624
4092,1,90.02,2,.3000375,.3214764,.2775129,0,0,0,1,0,0,0,1,0,0,34.65624
4093,1,130.01,2,.2723116,.2917694,.2520197,0,0,0,0,0,0,0,1,0,1,34.65624
4094,1,80,2,.2711383,.2905123,.2567821,0,0,0,1,0,0,0,1,1,0,34.65624
4095,1,60,2,.3126506,.3349907,.2944993,0,0,0,1,0,0,0,1,0,0,34.65624
4096,3,60,2,.2970169,.31824,.2584216,0,0,0,0,1,0,0,1,0,0,34.65624
4097,1,18.33,2,.3204262,.3433219,.2972504,0,0,0,1,0,0,0,1,0,0,34.65624
4098,3,50,2,.3259534,.3492441,.3121258,0,0,0,0,0,0,0,0,0,0,34.65624
4099,3,68,2,.3016949,.3232522,.2623222,0,0,0,1,1,0,0,1,0,0,34.65624
4100,1,50,2,.3002762,.3217321,.2839863,0,0,0,0,0,1,1,0,0,0,34.65624
4101,3,64.01,2,.309995,.3321454,.2935807,0,0,0,1,0,1,0,1,0,0,34.65624
4102,3,88.03,2,.2928656,.3137921,.2874342,0,0,0,1,1,0,0,1,1,1,34.65624
4103,3,40,2,.2770405,.2968361,.2614227,0,0,0,1,0,1,0,1,0,0,34.65624
4104,3,50.01,2,.3103924,.3325712,.2963436,0,0,0,0,0,1,0,1,1,0,34.65624
4105,1,10,0,.2715201,.2871907,.2585931,1,0,0,0,1,0,0,1,1,0,30.14031
4106,3,40,0,.3438119,.3636549,.3302786,1,0,0,0,0,0,0,1,1,0,30.14031
4107,1,120.28,0,.2678089,.2832653,.2659757,1,0,0,1,0,0,0,1,0,0,30.14031
4108,3,20,0,.304813,.3224052,.2895418,1,0,0,0,0,0,0,1,1,0,30.14031
4109,3,10,0,.2899083,.3066402,.2749889,1,0,0,0,1,0,0,1,1,0,30.14031
4110,1,98,0,.2562346,.2710231,.253645,1,0,0,0,0,0,0,1,0,0,30.14031
4111,1,50,0,.2464611,.2606855,.2308025,1,0,0,0,0,0,1,0,0,0,30.14031
4112,3,20,0,.2744915,.2903336,.2584983,1,0,0,1,1,0,0,1,1,0,30.14031
4113,3,30,0,.253486,.2681158,.2374814,1,0,0,1,0,0,0,1,0,0,30.14031
4114,2,100,0,.2745299,.2903742,.2622381,1,0,0,0,0,0,0,1,1,0,30.14031
4115,3,30,0,.2570562,.271892,.241701,1,0,0,1,1,0,0,1,0,0,30.14031
4116,3,77,0,.2818122,.2980769,.2866734,1,0,0,0,1,0,0,1,1,0,30.14031
4117,3,65,0,.2629295,.2781043,.2537562,1,0,0,1,0,0,0,1,0,0,30.14031
4118,3,50,0,.3109077,.3288515,.3031058,1,0,0,1,0,0,0,1,1,0,30.14031
4119,3,50,0,.2761614,.2920999,.2760218,1,0,0,1,0,0,0,1,1,0,30.14031
4120,1,40,0,.2713017,.2869598,.2621478,1,0,0,1,1,0,0,1,0,0,30.14031
4121,3,30,0,.2933454,.3102756,.2751532,1,0,0,0,0,0,1,0,1,1,30.14031
4122,3,30,0,.2499242,.2643485,.2340943,1,0,0,0,1,0,1,0,0,1,30.14031
4123,3,50,1,.3033514,.3208592,.2846985,1,0,0,0,0,0,0,1,1,0,30.14031
4124,3,15,1,.2933454,.3102756,.2751532,1,0,0,1,0,0,0,1,1,0,30.14031
4125,3,15,1,.27392,.2897291,.2672471,1,0,0,1,0,0,0,1,0,0,30.14031
4126,1,126,1,.2787552,.2948434,.266446,1,0,0,0,0,0,0,1,0,0,30.14031
4127,3,60,1,.2400944,.2539513,.2279817,1,0,0,0,0,0,0,1,0,0,30.14031
4128,1,80,1,.2805438,.2967352,.2629652,1,0,0,1,0,0,0,1,1,0,30.14031
4129,3,50,1,.2540294,.2686906,.2258451,1,0,0,0,0,0,1,0,0,0,30.14031
4130,3,30,1,.253486,.2681158,.2374814,1,0,0,0,1,0,0,1,0,0,30.14031
4131,1,50,1,.2712128,.2868657,.270825,1,0,0,1,0,0,0,1,0,0,30.14031
4132,3,74.5,1,.2903104,.3070655,.2781291,1,0,0,0,0,0,0,1,0,0,30.14031
4133,3,30,1,.2678089,.2832653,.2659757,1,0,0,0,0,0,0,1,0,0,30.14031
4134,1,135,1,.2928742,.3097773,.2846689,1,0,0,1,0,0,0,1,1,1,30.14031
4135,3,30,1,.2610199,.2760845,.2506616,1,0,0,0,1,0,0,0,0,0,30.14031
4136,3,66,1,.2728281,.2885742,.2568291,1,0,0,0,0,0,1,0,0,0,30.14031
4137,3,10,1,.2678089,.2832653,.2659757,1,0,0,0,0,0,0,1,0,0,30.14031
4138,1,100,1,.3140642,.3321902,.29493,1,0,0,0,1,0,0,1,0,0,30.14031
4139,1,107.03,1,.2373421,.2510402,.2340317,1,0,0,0,1,0,0,1,0,0,30.14031
4140,1,20,1,.2942753,.3112593,.2833993,1,0,0,0,0,0,0,1,1,1,30.14031
4141,3,15,2,.2499242,.2643485,.2340943,1,0,0,0,0,0,0,1,0,0,30.14031
4142,3,20,2,.2572448,.2720915,.2468911,1,0,0,0,0,0,1,0,0,0,30.14031
4143,1,26,2,.2935219,.3104624,.2804289,1,0,0,0,1,0,0,1,0,0,30.14031
4144,1,50,2,.2935219,.3104624,.2804289,1,0,0,1,0,0,0,1,0,0,30.14031
4145,1,50,2,.2496255,.2640325,.2331167,1,0,0,0,1,0,0,1,0,0,30.14031
4146,1,50,2,.2982645,.3154787,.2798445,1,0,0,0,1,0,0,1,1,0,30.14031
4147,3,10,2,.2496255,.2640325,.2331167,1,0,0,0,0,0,1,0,0,0,30.14031
4148,3,88.5,2,.2905107,.3072774,.2723059,1,0,0,1,0,0,0,1,1,0,30.14031
4149,3,12,2,.253486,.2681158,.2374814,1,0,0,0,0,0,1,0,0,0,30.14031
4150,1,20,2,.2596901,.274678,.2446205,1,0,0,1,1,0,0,1,0,0,30.14031
4151,3,20,2,.253486,.2681158,.2374814,1,0,0,0,0,0,0,1,0,0,30.14031
4152,3,78.51,2,.2458635,.2600533,.2313026,1,0,0,0,0,0,0,1,0,0,30.14031
4153,2,114,2,.2649074,.2801964,.254549,1,0,0,0,0,0,0,1,0,0,30.14031
4154,1,50,2,.2876084,.3042076,.2752804,1,0,0,1,1,0,0,1,0,0,30.14031
4155,3,40,2,.2908638,.3076509,.2969258,1,0,0,0,1,0,0,1,0,0,30.14031
4156,3,30,2,.2585632,.2734861,.2487769,1,0,0,1,0,0,0,1,0,0,30.14031
4157,3,65.51,2,.2903104,.3070655,.2781291,1,0,0,1,1,0,0,1,0,1,30.14031
4158,3,20,2,.2799128,.2960678,.2669063,1,0,0,1,1,0,0,1,0,0,30.14031
4159,3,20,0,.3071674,.3128599,.2642145,1,0,0,1,1,0,0,1,0,0,25.45419
4160,3,20,0,.2996585,.3052119,.2614021,1,0,0,1,1,0,1,0,0,1,25.45419
4161,3,74.01,0,.2552288,.2599587,.2175524,1,0,0,0,0,0,1,0,0,1,25.45419
4162,3,50,0,.2832481,.2884974,.2429651,1,0,0,0,0,0,0,1,0,1,25.45419
4163,3,20,0,.3045194,.3101628,.2587963,1,0,0,0,1,0,1,0,1,0,25.45419
4164,3,56.52,0,.2938968,.2993434,.2546935,1,0,0,0,0,0,0,0,0,0,25.45419
4165,3,54.5,0,.2983861,.3039159,.260469,1,0,0,0,1,0,1,0,0,0,25.45419
4166,3,40.61,0,.2632365,.2681149,.228773,1,0,0,0,1,0,0,1,0,1,25.45419
4167,3,50,0,.2815438,.2867614,.2547254,1,0,0,0,1,0,0,1,0,0,25.45419
4168,3,30,0,.2528712,.2575575,.2039984,1,0,0,0,1,0,0,1,0,1,25.45419
4169,3,10,0,.2427472,.2472458,.2063703,1,0,0,0,1,0,1,0,0,0,25.45419
4170,3,20,0,.2526504,.2573326,.2174493,1,0,0,1,0,0,0,1,0,0,25.45419
4171,3,20,0,.2595364,.2643462,.2254323,1,0,0,0,1,0,0,1,0,0,25.45419
4172,3,70,0,.285368,.2906566,.2451609,1,0,0,0,1,0,0,1,1,0,25.45419
4173,1,20,0,.2632365,.2681149,.228773,1,0,0,0,1,0,1,0,0,0,25.45419
4174,3,10,0,.2732145,.2782778,.2441429,1,0,0,0,0,0,1,0,0,0,25.45419
4175,3,20,0,.2395972,.2440375,.203648,1,0,0,1,1,0,1,0,0,0,25.45419
4176,3,66,0,.2933906,.2988278,.259821,1,0,0,1,1,0,0,1,0,0,25.45419
4177,3,79,1,.2828281,.2880695,.2502109,1,0,0,1,1,0,0,1,0,0,25.45419
4178,3,20,1,.2669461,.2718932,.2266431,1,0,0,0,1,0,0,1,0,0,25.45419
4179,3,16,1,.2664994,.2714382,.2349771,1,0,0,1,0,0,0,1,0,0,25.45419
4180,3,25,1,.2558492,.2605907,.2170821,1,0,0,0,0,0,0,0,0,0,25.45419
4181,1,20,1,.2815438,.2867614,.2547254,1,0,0,1,1,0,1,0,0,0,25.45419
4182,1,50,1,.2670437,.2719926,.2322142,1,0,0,1,0,0,1,0,0,0,25.45419
4183,3,50,1,.2632365,.2681149,.228773,1,0,0,1,0,0,0,0,0,0,25.45419
4184,3,50,1,.2704023,.2754134,.238609,1,0,0,0,0,0,0,1,0,0,25.45419
4185,3,80.09,1,.2940504,.2994998,.2564473,1,0,0,0,0,0,0,1,0,0,25.45419
4186,2,50,1,.24924,.253859,.214429,1,0,0,0,1,0,0,1,0,0,25.45419
4187,1,160.38,1,.2531385,.2578297,.2265807,1,0,0,1,1,0,0,1,0,0,25.45419
4188,3,44.58,1,.2493023,.2539225,.2120394,1,0,0,0,0,1,0,1,0,1,25.45419
4189,3,12,1,.2708621,.2758818,.2300201,1,0,0,0,0,0,1,0,0,0,25.45419
4190,3,50,1,.2748947,.2799892,.2334992,1,0,0,1,1,0,0,1,0,0,25.45419
4191,3,47.94,1,.2764498,.2815731,.2413027,1,0,0,1,0,0,1,0,0,0,25.45419
4192,3,59.12,1,.265107,.27002,.2315128,1,0,0,0,1,0,0,1,1,0,25.45419
4193,3,15,1,.2634656,.2683483,.2270434,1,0,0,0,0,0,1,0,0,1,25.45419
4194,3,10,1,.2675266,.2724845,.215383,1,0,0,0,1,0,0,0,0,0,25.45419
4195,3,40,2,.287912,.2932477,.2460207,1,0,0,0,0,0,0,1,0,1,25.45419
4196,3,10,2,.2637058,.2685929,.2124194,1,0,0,0,0,0,1,0,0,0,25.45419
4197,3,15,2,.2806518,.2858529,.2451343,1,0,0,1,0,0,1,0,0,0,25.45419
4198,3,30,2,.2654983,.2704186,.2367413,1,0,0,0,0,0,1,0,0,0,25.45419
4199,3,28,2,.2815438,.2867614,.2547254,1,0,0,1,1,0,0,1,0,0,25.45419
4200,1,30,2,.2463828,.2509488,.2201193,1,0,0,0,1,0,0,1,0,0,25.45419
4201,3,66.47,2,.2668478,.2717931,.2273327,1,0,0,0,1,0,0,1,0,0,25.45419
4202,3,67,2,.2563824,.2611338,.2067302,1,0,0,1,0,0,0,1,0,0,25.45419
4203,3,40,2,.2924726,.2978928,.2500049,1,0,0,0,0,0,1,0,0,0,25.45419
4204,3,20,2,.2856345,.290928,.2423826,1,0,0,0,1,0,0,1,0,1,25.45419
4205,1,50,2,.2582821,.2630687,.2168138,1,0,0,1,1,0,0,1,0,0,25.45419
4206,3,30,2,.2631417,.2680183,.2233639,1,0,0,0,0,0,0,1,0,0,25.45419
4207,3,50,2,.24924,.253859,.214429,1,0,0,0,1,0,1,0,0,1,25.45419
4208,3,77.12,2,.2686873,.2736667,.2299243,1,0,0,0,1,0,0,1,1,0,25.45419
4209,3,15,2,.2828281,.2880695,.2502109,1,0,0,1,1,0,0,1,0,0,25.45419
4210,3,60,2,.2732987,.2783635,.2389317,1,0,0,0,0,1,0,1,1,0,25.45419
4211,3,50,2,.2933906,.2988278,.259821,1,0,0,0,1,0,0,1,0,0,25.45419
4212,3,57,2,.249715,.2543428,.2233032,1,0,0,0,0,0,0,1,0,0,25.45419
4213,3,40,0,.2368966,.250569,.2248585,0,0,0,1,0,1,0,1,0,0,28.51679
4214,1,69,0,.2556993,.2704569,.2417703,0,0,0,0,1,0,1,0,1,0,28.51679
4215,2,106.82,0,.2687064,.2842146,.2528723,0,0,0,0,1,0,0,1,0,0,28.51679
4216,1,50,0,.3088851,.3267122,.3031966,0,0,0,1,1,0,0,1,0,0,28.51679
4217,3,33.98,0,.2540294,.2686906,.2258451,0,0,0,0,1,0,1,0,0,0,28.51679
4218,3,50,0,.3374134,.356887,.3194588,0,0,0,0,1,0,0,0,0,0,28.51679
4219,3,20,0,.2465551,.2607849,.2369876,0,0,0,0,0,1,0,1,0,0,28.51679
4220,3,30,0,.2766883,.2926572,.270408,0,0,0,1,1,0,0,1,0,1,28.51679
4221,3,78.02,0,.2851758,.3016346,.2728443,0,0,0,0,1,0,1,0,1,1,28.51679
4222,3,55.02,0,.325862,.3446689,.3209848,0,0,0,1,1,0,1,0,0,0,28.51679
4223,3,40,0,.273307,.2890808,.2771054,0,0,0,1,0,0,0,1,0,0,28.51679
4224,3,30,0,.2560192,.2707952,.2410691,0,0,0,1,0,0,0,1,0,0,28.51679
4225,3,73.37,0,.3913646,.413952,.3767948,0,0,0,0,1,0,0,1,1,0,28.51679
4226,3,68,0,.282625,.2989365,.2762428,0,0,0,0,1,0,1,0,0,0,28.51679
4227,3,30,0,.2572448,.2720915,.2468911,0,0,0,1,0,0,0,1,0,0,28.51679
4228,2,50,0,.2465551,.2607849,.2369876,0,0,0,0,0,0,1,0,0,0,28.51679
4229,3,85.66,0,.2461706,.2603782,.2298522,0,0,0,1,1,0,0,1,0,0,28.51679
4230,1,50,0,.2871884,.3037633,.2809716,0,0,0,1,1,0,0,1,0,0,28.51679
4231,3,81.33,1,.2400944,.2539513,.2279817,0,0,0,1,1,0,0,1,0,0,28.51679
4232,2,105.93,1,.3879021,.4102896,.3729702,0,0,0,0,0,0,0,1,1,0,28.51679
4234,1,81.02,1,.2757938,.2917111,.2440569,0,0,0,1,1,0,0,1,0,0,28.51679
4236,3,51.01,1,.2647074,.2799849,.2490355,0,0,0,0,0,0,0,1,0,0,28.51679
4237,3,50,1,.25771,.2725836,.2289961,0,0,0,0,0,0,0,1,0,1,28.51679
4238,3,30,1,.3015348,.3189377,.28423,0,0,0,0,0,0,1,0,0,1,28.51679
4239,1,130,1,.2813313,.2975682,.2666169,0,0,0,0,1,0,0,1,0,1,28.51679
4240,3,69,1,.2456038,.2597787,.2310079,0,0,0,0,0,0,1,0,0,1,28.51679
4242,3,107.02,1,.253486,.2681158,.2374814,0,0,0,0,1,0,0,1,0,0,28.51679
4243,3,30,1,.3280831,.3470182,.3122166,0,0,0,0,1,0,0,1,0,0,28.51679
4244,1,30.26,1,.2461706,.2603782,.2298522,0,0,0,0,1,0,0,0,0,1,28.51679
