consumerid,choice,value_total,pg_km_adj,pgmidgrade_km_adj,pe_km_adj,dv_ctb,dv_bh,dv_rec,dv_female,dv_age_25to40y,dv_age_morethan65y,dv_somesecondary,dv_somecollege,dv_carpriceadj_p75p100,dv_usageveh_p75p100,stationvisit_avgcarprice_adj
3146,3,50,.2851305,.3009769,.3428206,0,0,1,1,1,0,0,1,0,0,27.71126
3147,1,100,.2487928,.2626197,.2894323,0,0,1,1,1,0,0,1,0,1,27.71126
3148,1,127.3,.2894816,.3055698,.339912,0,0,1,1,1,0,0,1,1,0,27.71126
3149,3,20,.2666368,.2814555,.3233977,0,0,1,0,0,0,0,1,0,0,27.71126
3150,1,40,.2493685,.2632275,.2951174,0,0,1,0,0,0,0,1,0,0,27.71126
3187,1,10,.2549759,.2642175,.2652868,0,1,0,0,1,0,0,1,0,1,29.79839
3188,3,30,.268459,.2781893,.2800781,0,1,0,0,1,0,1,0,0,1,29.79839
3189,1,106.04,.3082272,.3193989,.327287,0,1,0,0,0,0,0,1,0,0,29.79839
3190,1,30,.2549759,.2642175,.2652868,0,1,0,1,1,0,0,1,0,1,29.79839
3191,1,40,.2935209,.3041596,.3064366,0,1,0,0,1,0,1,0,0,0,29.79839
3192,1,20,.2960279,.3067574,.3156036,0,1,0,0,0,0,1,0,0,0,29.79839
3193,1,60,.3975127,.4119205,.4131162,0,1,0,0,0,0,1,0,0,0,29.79839
3194,1,50,.3114495,.322738,.3237852,0,1,0,0,0,0,0,1,1,1,29.79839
3195,1,50,.2917505,.302325,.3018562,0,1,0,1,0,0,0,1,0,1,29.79839
3196,1,98.56,.3027757,.3137498,.3210681,0,1,0,0,0,0,0,1,1,0,29.79839
3197,1,10,.2886051,.2990656,.3044249,0,1,0,0,0,0,0,1,0,1,29.79839
3198,1,16,.2679076,.2776179,.275124,0,1,0,0,0,0,0,1,0,0,29.79839
3199,3,20,.3148074,.3262176,.3287728,0,1,0,0,0,0,0,1,0,1,29.79839
3200,1,78.45,.2906949,.3012311,.2981565,0,1,0,1,0,0,0,1,0,0,29.79839
3201,1,30,.2748021,.2847623,.2876629,0,1,0,1,1,0,1,0,1,0,29.79839
3202,1,20,.2482715,.2572701,.2581941,0,1,0,0,0,0,1,0,0,1,29.79839
3203,1,127.27,.2691302,.2788849,.279455,0,1,0,0,0,0,0,1,0,0,29.79839
3204,1,10,.2584657,.2678337,.2689813,0,1,0,0,0,0,1,0,0,1,29.79839
3241,3,47.33,.3228087,.3230241,.2826432,0,0,0,0,1,0,1,0,0,1,30.62799
3242,1,105.03,.2871357,.2873273,.2480796,0,0,0,1,0,0,0,1,0,1,30.62799
3243,3,15,.2882245,.2884168,.2478967,0,0,0,1,1,0,1,0,0,0,30.62799
3244,1,106.06,.2812192,.2814069,.2551052,0,0,0,0,0,0,1,0,0,1,30.62799
3246,1,50,.28788,.2880721,.2468614,0,0,0,1,0,0,0,1,0,0,30.62799
3247,3,40,.2919777,.2921726,.2504181,0,0,0,1,1,0,0,1,0,0,30.62799
3248,3,30,.2923321,.2925272,.2514834,0,0,0,0,0,0,0,1,0,0,30.62799
3249,1,83.02,.3288783,.3290977,.2889313,0,0,0,0,0,0,0,1,1,1,30.62799
3250,3,30,.3442638,.3444935,.3096339,0,0,0,0,0,0,1,0,1,0,30.62799
3251,3,40,.3295638,.3297837,.286944,0,0,0,0,0,1,0,0,0,0,30.62799
3252,3,20,.3236885,.3239045,.2842069,0,0,0,0,0,0,0,1,1,0,30.62799
3253,3,50,.2924374,.2926326,.2575735,0,0,0,1,1,0,1,0,0,0,30.62799
3254,1,119.03,.4761633,.4764811,.3794184,0,0,0,1,1,0,0,1,1,1,30.62799
3255,2,30,.3889813,.3892409,.342853,0,0,0,0,0,1,0,0,1,0,30.62799
3256,3,48,.2955019,.2956991,.2686,0,0,0,1,1,0,1,0,0,1,30.62799
3257,1,79.07,.3215487,.3217632,.2840137,0,0,0,0,0,0,0,1,0,1,30.62799
3258,1,70,.2966669,.2968649,.2614479,0,0,0,1,0,0,0,1,0,0,30.62799
3295,3,60.99,.3047658,.3049692,.2726476,0,0,0,0,0,0,0,1,0,1,33.50137
3296,1,30.06,.5167053,.5170501,.4614837,0,0,0,1,0,0,0,1,1,0,33.50137
3297,1,40,.3279999,.3282188,.2840025,0,0,0,1,1,0,0,1,1,0,33.50137
3298,3,70.15,.31866,.3188726,.2796345,0,0,0,1,1,0,0,1,1,0,33.50137
3299,1,20,.292692,.2928873,.2556262,0,0,0,0,0,0,0,0,0,0,33.50137
3300,3,82.99,.3071165,.3073214,.2716805,0,0,0,0,1,0,0,1,0,1,33.50137
3301,1,112,.2991874,.299387,.2649111,0,0,0,1,0,0,0,1,1,0,33.50137
3302,3,20,.3074041,.3076093,.263409,0,0,0,0,0,0,1,0,1,0,33.50137
3303,3,74.01,.3347997,.3350231,.2945278,0,0,0,0,1,0,0,1,0,0,33.50137
3304,1,30,.3288783,.3290977,.2889313,0,0,0,0,1,0,0,1,1,0,33.50137
3305,2,50,.2821008,.2822891,.2430126,0,0,0,0,0,0,0,1,0,0,33.50137
3306,1,40,.31866,.3188726,.2796345,0,0,0,1,1,0,0,1,1,0,33.50137
3307,1,50,.3166009,.3168122,.2776999,0,0,0,1,1,0,0,1,1,0,33.50137
3308,3,10.01,.309462,.3096685,.2772172,0,0,0,0,1,0,0,0,0,0,33.50137
3309,3,67.01,.3385034,.3387292,.2969632,0,0,0,1,1,0,0,1,0,0,33.50137
3311,3,20,.2871357,.2873273,.2480796,0,0,0,1,0,0,1,0,0,0,33.50137
3312,3,20,.3028653,.3030674,.2594767,0,0,0,0,0,1,0,1,1,0,33.50137
3349,1,96.7,.3251113,.3376203,.3075191,1,0,0,1,0,0,0,1,1,1,29.85793
3350,3,30,.2401176,.2493565,.2280038,1,0,0,0,1,0,0,1,0,0,29.85793
3351,2,50,.2308278,.2397092,.2165403,1,0,0,1,0,0,0,1,0,0,29.85793
3352,3,83,.3171737,.3293774,.3041069,1,0,0,0,1,0,0,1,1,1,29.85793
3353,3,64.81,.2852034,.2961769,.2728707,1,0,0,0,0,0,0,1,1,0,29.85793
3354,1,90.99,.2453962,.2548381,.2273466,1,0,0,1,1,0,0,1,0,0,29.85793
3355,3,63,.3527418,.366314,.3091798,1,0,0,1,1,0,0,1,1,0,29.85793
3356,1,20,.2615242,.2715867,.2322586,1,0,0,0,1,0,1,0,0,0,29.85793
3357,1,50,.2751801,.285768,.2577271,1,0,0,1,0,0,0,1,0,0,29.85793
3358,2,10,.3338625,.3467083,.3270119,1,0,0,0,1,0,0,1,0,0,29.85793
3359,3,30,.2535106,.2632647,.2375043,1,0,0,0,0,0,0,1,0,0,29.85793
3360,3,20,.2745529,.2851167,.2648587,1,0,0,0,1,0,0,1,0,0,29.85793
3361,3,40,.2610451,.2710892,.2506858,1,0,0,0,0,0,0,1,0,0,29.85793
3362,3,50,.2738237,.2843594,.2533984,1,0,0,0,1,0,1,0,0,0,29.85793
3363,3,68.88,.3229317,.3353569,.3098471,1,0,0,0,0,0,1,0,1,1,29.85793
3364,3,56.08,.270988,.2814146,.2537431,1,0,0,0,0,0,0,0,0,0,29.85793
3365,3,50,.3048425,.3165717,.2895698,1,0,0,0,1,0,0,1,1,1,29.85793
3366,3,40,.2373651,.246498,.2340543,1,0,0,1,0,0,1,0,0,0,29.85793
3403,1,94.3,.2724001,.3230241,.2449365,0,0,0,1,0,0,0,1,0,1,30.93843
3404,3,30,.2675188,.3172356,.2392007,0,0,0,0,1,0,1,0,1,0,30.93843
3405,3,61.71,.2369076,.2809355,.2097657,0,0,0,0,0,0,1,0,0,0,30.93843
3406,3,60,.2594011,.3076093,.2282683,0,0,0,0,1,0,0,1,1,0,30.93843
3407,3,40,.2798893,.3319051,.2484482,0,0,0,0,1,0,1,0,0,0,30.93843
3408,3,65.01,.2992725,.3548906,.2670626,0,0,0,0,0,0,0,0,1,0,30.93843
3409,1,114.85,.2735877,.3244324,.2468691,0,0,0,0,0,0,0,1,1,1,30.93843
3410,1,180,.275658,.3268875,.2502127,0,0,0,0,1,0,1,0,0,1,30.93843
3411,3,77.01,.3649523,.4327765,.3006939,0,0,0,0,0,0,0,1,0,1,30.93843
3412,3,20,.2577975,.3057077,.2335964,0,0,0,0,1,0,0,1,0,0,30.93843
3413,2,128.03,.3301476,.3915036,.2734038,0,0,0,0,0,0,0,1,1,1,30.93843
3414,1,20,.2521453,.299005,.2293235,0,0,0,0,1,0,0,1,1,1,30.93843
3415,3,40,.2426184,.2877076,.2152975,0,0,0,1,0,0,1,0,0,0,30.93843
3416,3,20,.2890262,.3427401,.2572437,0,0,0,0,1,0,0,1,0,1,30.93843
3417,3,50,.2750396,.3261541,.2535045,0,0,0,0,1,0,0,1,0,1,30.93843
3418,1,30,.2742486,.3252161,.2630765,0,0,0,1,1,0,0,1,0,1,30.93843
3419,3,81.36,.2850136,.3379818,.261237,0,0,0,1,1,0,0,1,1,0,30.93843
3420,1,106,.2527202,.2996868,.2244851,0,0,0,0,1,0,0,1,0,0,30.93843
3457,1,45,.2489869,.2585953,.2677266,0,1,0,0,1,0,0,1,0,0,26.1621
3458,1,30,.2662288,.2765026,.2933821,0,1,0,0,1,0,0,1,0,0,26.1621
3459,1,107.8,.2982607,.3097706,.323271,0,1,0,0,1,0,0,1,0,0,26.1621
3460,1,200,.2666751,.2769661,.2829767,0,1,0,1,1,0,0,1,0,0,26.1621
3461,1,50,.3276587,.3403031,.35609,0,1,0,1,0,0,0,1,1,1,26.1621
3462,1,150,.2968691,.3083253,.3425643,0,1,0,0,1,0,0,1,0,0,26.1621
3463,2,121.27,.2915456,.3027964,.31591,0,1,0,1,0,0,0,1,1,1,26.1621
3464,1,80,.2706874,.2811333,.2943603,0,1,0,0,1,0,0,1,0,1,26.1621
3465,1,135,.2834168,.2943538,.3055112,0,1,0,0,1,0,0,1,0,0,26.1621
3466,1,100,.2666751,.2769661,.2829767,0,1,0,0,0,1,0,1,0,1,26.1621
3467,1,20,.2832037,.2941326,.3023523,0,1,0,0,1,0,0,1,1,0,26.1621
3468,1,100,.2631981,.273355,.2834765,0,1,0,1,0,0,0,1,0,0,26.1621
3469,1,50,.2809026,.2917427,.3176525,0,1,0,0,0,0,0,1,0,0,26.1621
3470,1,30,.2555895,.2654527,.2710392,0,1,0,0,1,0,0,1,0,1,26.1621
3471,1,50,.258871,.2688609,.2737568,0,1,0,0,0,0,0,1,0,0,26.1621
3472,1,40,.2788724,.2896341,.3036344,0,1,0,0,1,0,0,1,0,0,26.1621
3473,1,50,.30749,.3193561,.3280991,0,1,0,0,0,0,1,0,0,1,26.1621
3474,1,50,.2858621,.2968935,.3084786,0,1,0,0,1,0,0,1,1,0,26.1621
3511,1,50,.3029746,.3189319,.3215973,0,1,0,0,0,0,0,1,0,0,32.18761
3512,1,100,.3054478,.3215353,.3242842,0,1,0,0,0,0,0,1,1,1,32.18761
3513,3,10,.2697814,.2839904,.2838591,0,1,0,0,0,0,0,1,0,0,32.18761
3514,1,111.8,.3102218,.3265607,.3294947,0,1,0,1,1,0,0,1,1,0,32.18761
3515,1,20,.2777984,.2924297,.2932808,0,1,0,0,0,0,1,0,0,0,32.18761
3516,1,110,.3116929,.3281093,.3312047,0,1,0,1,0,0,0,1,1,0,32.18761
3517,1,50,.2562679,.2697652,.270968,0,1,0,1,0,0,0,1,0,0,32.18761
3518,1,109.03,.3075958,.3237965,.3314431,0,1,0,0,0,0,0,1,1,0,32.18761
3519,1,63.53,.3209644,.3378691,.3515557,0,1,0,1,0,0,0,1,1,1,32.18761
3520,1,30,.3367186,.3544531,.3586345,0,1,0,1,1,0,0,1,1,0,32.18761
3521,1,128,.2969503,.3125902,.3133332,0,1,0,1,0,0,1,0,0,0,32.18761
3522,1,50,.2777984,.2924297,.2932808,0,1,0,0,0,0,1,0,0,0,32.18761
3523,2,63.62,.2704925,.284739,.2862757,0,1,0,0,0,0,0,1,0,1,32.18761
3524,1,50,.3539923,.3726366,.3777419,0,1,0,1,1,0,0,1,0,0,32.18761
3525,1,156.02,.3074513,.3236443,.3247524,0,1,0,0,0,1,0,1,1,0,32.18761
3526,1,50,.267238,.2813131,.2975045,0,1,0,0,0,0,0,1,0,1,32.18761
3527,3,40,.2665084,.280545,.2885054,0,1,0,1,1,0,0,1,0,0,32.18761
3528,1,155.02,.3324465,.3499559,.3515923,0,1,0,1,1,0,0,1,1,0,32.18761
3565,1,50,.2884454,.3039033,.3223643,0,1,0,0,0,0,0,1,0,1,30.09783
3566,1,121.63,.3065523,.3229806,.3048648,0,1,0,0,0,0,0,1,0,1,30.09783
3567,1,20,.3303708,.3480756,.3505591,0,1,0,0,0,0,1,0,0,0,30.09783
3568,1,90,.2918412,.3074811,.3075086,0,1,0,0,1,0,0,1,0,0,30.09783
3569,1,70,.3212003,.3384136,.338945,0,1,0,0,1,0,0,0,0,1,30.09783
3570,1,30,.3100832,.3267007,.3289895,0,1,0,1,0,0,0,1,1,0,30.09783
3571,1,70,.3262117,.3436935,.3516936,0,1,0,0,1,0,0,1,1,0,30.09783
3572,1,90,.3230411,.340353,.3483571,0,1,0,0,0,1,0,1,0,0,30.09783
3573,3,50,.2654527,.2796784,.2797342,0,1,0,0,0,0,1,0,0,0,30.09783
3574,1,118.68,.3003157,.3164098,.3262434,0,1,0,0,1,0,0,1,0,1,30.09783
3575,1,20,.2805519,.2955869,.3074739,0,1,0,0,0,0,0,0,0,0,30.09783
3576,3,42.83,.2911763,.3067806,.3147737,0,1,0,0,1,0,0,1,0,1,30.09783
3577,1,40,.2518588,.265356,.2659309,0,1,0,0,1,0,0,1,0,0,30.09783
3578,1,50,.3123255,.3290632,.3313924,0,1,0,0,1,0,0,1,0,0,30.09783
3579,3,69.01,.2921117,.3077661,.3282417,0,1,0,1,0,0,0,1,0,0,30.09783
3580,1,14,.2622002,.2762517,.2770413,0,1,0,0,0,0,1,0,0,0,30.09783
3581,1,50,.2956429,.3114866,.3133016,0,1,0,1,1,0,0,1,1,0,30.09783
3582,1,113.76,.3189414,.3360336,.3391214,0,1,0,0,0,0,1,0,1,0,30.09783
3619,1,20,.3467968,.3660704,.3847253,0,1,0,0,0,0,1,0,1,0,27.33969
3620,3,85,.4116833,.4345631,.4489537,0,1,0,0,0,0,1,0,1,1,27.33969
3621,1,30,.2670709,.2819137,.2835441,0,1,0,0,0,0,0,1,0,0,27.33969
3622,1,20,.2633595,.2779961,.2862087,0,1,0,1,1,0,0,1,0,0,27.33969
3623,1,50,.3205202,.3383335,.3409148,0,1,0,1,0,0,0,1,0,0,27.33969
3624,1,113,.2790722,.294582,.2975519,0,1,0,1,1,0,0,1,0,0,27.33969
3625,1,50,.2596577,.2740885,.2820293,0,1,0,0,0,0,1,0,0,0,27.33969
3626,1,20,.2987034,.3153042,.3239192,0,1,0,0,0,0,0,1,0,0,27.33969
3627,1,30,.2562752,.270518,.2759287,0,1,0,0,0,0,0,1,0,0,27.33969
3628,1,50,.246096,.2597731,.2616797,0,1,0,1,0,0,1,0,0,0,27.33969
3629,1,80,.3097706,.3269864,.3292897,0,1,0,0,1,0,0,1,1,0,27.33969
3630,1,40,.246096,.2597731,.2616797,0,1,0,0,1,0,0,0,0,1,27.33969
3631,1,50,.246096,.2597731,.2616797,0,1,0,0,1,0,0,0,0,1,27.33969
3632,1,50,.2633595,.2779961,.2862087,0,1,0,0,0,0,1,0,0,0,27.33969
3633,1,130,.2709887,.2860492,.2877688,0,1,0,0,1,0,1,0,0,1,27.33969
3634,1,12,.2957187,.3121536,.3137832,0,1,0,1,0,0,0,1,0,0,27.33969
3635,1,70,.3570751,.37692,.3886349,0,1,0,0,0,0,1,0,1,0,27.33969
3636,1,20,.2556671,.2698761,.2704644,0,1,0,0,1,0,1,0,0,0,27.33969
3673,3,70,.2604927,.300584,.2387698,0,0,0,1,1,0,0,1,0,1,39.96476
3674,3,60,.2975448,.3433385,.264217,0,0,0,1,1,0,0,1,0,0,39.96476
3675,3,98,.2793786,.3223765,.2472297,0,0,0,1,1,0,0,1,1,1,39.96476
3676,3,60,.2721016,.3139795,.2445995,0,0,0,0,0,0,0,1,1,0,39.96476
3677,3,50,.2721016,.3139795,.2445995,0,0,0,1,1,0,0,1,1,0,39.96476
3678,3,80,.2763287,.3188572,.2485347,0,0,0,1,1,0,0,1,1,0,39.96476
3679,3,30,.2916603,.3365484,.2585588,0,0,0,0,0,0,0,1,1,1,39.96476
3680,3,70,.2721016,.3139795,.2445995,0,0,0,1,1,0,0,1,1,1,39.96476
3681,3,92,.2858558,.3298506,.2521083,0,0,0,0,0,1,0,1,1,0,39.96476
3682,3,75,.3392693,.3914847,.2804051,0,0,0,0,0,0,0,1,1,0,39.96476
3683,1,110,.3879209,.4476239,.3510348,0,0,0,1,1,0,0,1,1,0,39.96476
3684,1,100,.4301819,.4963892,.3909751,0,0,0,1,1,0,0,1,1,0,39.96476
3685,3,40,.3192605,.3683964,.284083,0,0,0,1,1,0,0,1,1,1,39.96476
3686,1,118,.3015493,.3479594,.2675136,0,0,0,1,0,1,0,1,0,1,39.96476
3687,3,30,.2882276,.3325873,.263411,0,0,0,1,0,0,0,1,1,0,39.96476
3688,1,70,.2982789,.3441857,.2633861,0,0,0,0,1,0,0,1,1,0,39.96476
3689,1,100,.3056754,.3527205,.2801653,0,0,0,0,1,0,0,1,1,0,39.96476
3690,3,100,.2369081,.2733695,.2116339,0,0,0,1,1,0,0,1,0,0,39.96476
3727,1,90,.2852298,.2950687,.2464178,0,0,0,1,0,0,0,1,1,0,37.66749
3728,1,121.01,.2852298,.2950687,.2464178,0,0,0,0,0,0,0,1,1,1,37.66749
3729,1,48,.2848711,.2946977,.2461572,0,0,0,1,0,1,0,1,1,0,37.66749
3730,1,97.01,.2893901,.2993725,.2501735,0,0,0,0,0,0,0,1,1,0,37.66749
3731,1,20,.3200883,.3311296,.2737306,0,0,0,1,0,0,0,1,1,0,37.66749
3732,1,45,.2728631,.2822754,.2294933,0,0,0,1,0,0,0,1,0,0,37.66749
3733,1,102,.4013991,.4152453,.3150999,0,0,0,0,1,0,0,1,1,0,37.66749
3734,1,80,.4096876,.4238196,.3212672,0,0,0,0,0,0,0,1,1,0,37.66749
3735,1,100,.3201351,.3311781,.2779276,0,0,0,1,0,0,0,1,1,0,37.66749
3736,3,49.91,.308225,.3188572,.2640778,0,0,0,1,0,0,0,1,1,1,37.66749
3737,1,87.04,.3723819,.3852271,.3269961,0,0,0,1,0,0,0,1,0,0,37.66749
3738,1,150,.3240598,.3352381,.2723191,0,0,0,0,1,0,0,1,1,0,37.66749
3739,3,10,.285585,.2954362,.2410808,0,0,0,1,1,0,0,1,0,0,37.66749
3740,3,100,.3433529,.3551967,.3001178,0,0,0,0,1,0,0,1,0,0,37.66749
3741,3,68,.3549654,.3672098,.3024614,0,0,0,0,0,0,0,1,1,1,37.66749
3742,3,20,.2980857,.3083681,.2580392,0,0,0,1,0,0,0,1,1,0,37.66749
3743,1,40,.2828612,.2926184,.2432442,0,0,0,1,1,0,0,1,0,0,37.66749
3744,3,60,.3780284,.3910684,.3221928,0,0,0,0,0,0,1,0,1,0,37.66749
3781,1,65.74,.2469867,.2564898,.2146321,1,0,0,1,1,0,0,1,0,0,31.72738
3782,3,50,.2961374,.3075316,.2732274,1,0,0,1,1,0,0,1,1,0,31.72738
3783,3,30,.3258777,.3384163,.3134429,1,0,0,0,0,0,1,0,0,0,31.72738
3784,1,120,.2831263,.29402,.2644286,1,0,0,1,0,0,1,0,0,0,31.72738
3785,1,50,.2745432,.2851066,.2560766,1,0,0,0,0,0,1,0,0,0,31.72738
3786,3,61.84,.2721016,.2825711,.2537777,1,0,0,1,0,0,0,1,1,1,31.72738
3787,3,30,.2689255,.2792728,.2524838,1,0,0,0,1,0,1,0,0,0,31.72738
3788,1,143,.2709749,.281401,.2477572,1,0,0,0,1,0,0,1,0,0,31.72738
3789,1,40,.2787291,.2894535,.2564163,1,0,0,0,0,0,0,0,1,0,31.72738
3790,3,71,.2745048,.2850667,.2524246,1,0,0,1,0,1,1,0,1,0,31.72738
3791,1,89.74,.2844279,.2953716,.2618884,1,0,0,1,0,0,0,1,1,0,31.72738
3792,3,20,.2678218,.2781266,.2597264,1,0,0,0,0,0,0,0,0,0,31.72738
3793,3,15,.2610325,.2710761,.244772,1,0,0,0,0,0,1,0,0,0,31.72738
3794,1,80,.2843205,.2952601,.2648928,1,0,0,1,0,1,0,1,0,0,31.72738
3795,1,50,.2571633,.267058,.2353061,1,0,0,0,1,0,1,0,0,1,31.72738
3796,3,20,.2813449,.29217,.2603524,1,0,0,0,0,0,0,1,0,0,31.72738
3797,3,20,.2638491,.274001,.2555847,1,0,0,0,1,0,0,1,0,0,31.72738
3798,3,10,.2538104,.2635761,.2357217,1,0,0,0,1,0,1,0,0,1,31.72738
3835,1,50,.2534983,.263252,.2319015,1,0,0,0,1,0,0,1,0,0,28.7961
3836,3,50,.3913835,.4064425,.3679416,1,0,0,1,1,0,0,1,1,0,28.7961
3837,1,70,.3033661,.3150385,.2780093,1,0,0,0,0,1,1,0,1,0,28.7961
3838,3,30,.3067496,.3185522,.2824427,1,0,0,0,0,0,1,0,0,0,28.7961
3839,3,91,.2560315,.2658827,.2354049,1,0,0,0,1,0,0,1,0,0,28.7961
3840,3,50,.2756659,.2862725,.2565119,1,0,0,0,0,0,0,1,1,0,28.7961
3841,3,77.64,.2663187,.2765656,.250526,1,0,0,0,0,0,0,1,0,1,28.7961
3842,3,110,.3467161,.3600565,.3323624,1,0,0,1,0,0,0,1,1,1,28.7961
3843,3,30,.2373536,.246486,.2285329,1,0,0,0,1,0,0,1,0,0,28.7961
3844,1,20,.3288868,.3415411,.3083582,1,0,0,0,0,0,0,1,1,0,28.7961
3845,1,30,.2535896,.2633468,.2375174,1,0,0,1,1,0,0,1,0,0,28.7961
3846,1,120,.2535896,.2633468,.2375174,1,0,0,1,1,0,0,1,0,1,28.7961
3847,1,60,.2745048,.2850667,.2524246,1,0,0,0,0,0,0,1,1,0,28.7961
3848,3,20,.2708834,.2813059,.2641404,1,0,0,0,0,0,0,0,0,0,28.7961
3849,3,30,.2967863,.3082055,.2840964,1,0,0,0,1,0,1,0,0,0,28.7961
3850,1,50,.3117763,.3237723,.3128654,1,0,0,0,1,0,0,1,0,1,28.7961
3851,3,52.71,.3011511,.3127383,.277966,1,0,0,0,0,0,1,0,1,0,28.7961
3852,1,47,.2493217,.2589147,.2290964,1,0,0,0,0,0,0,1,0,1,28.7961
3889,1,30,.2571633,.2720053,.2353061,1,0,0,0,0,0,0,1,0,1,27.10815
3890,3,30,.2572572,.2721047,.2410901,1,0,0,1,1,0,0,1,0,0,27.10815
3891,3,30,.2468315,.2610773,.2263624,1,0,0,0,0,0,0,1,0,0,27.10815
3892,3,50,.2749101,.2907764,.2545317,1,0,0,0,0,0,1,0,1,0,27.10815
3893,3,47.13,.271226,.2868796,.2644617,1,0,0,0,0,0,0,1,0,1,27.10815
3894,3,20,.2826387,.298951,.2697521,1,0,0,0,1,0,0,1,0,0,27.10815
3895,3,40,.2609358,.2759956,.2388121,1,0,0,0,1,0,0,1,0,0,27.10815
3896,1,50,.2952524,.3122928,.2737409,1,0,0,1,0,0,0,1,1,0,27.10815
3897,1,50,.256247,.2710362,.2476853,1,0,0,1,1,0,0,1,0,0,27.10815
3898,3,20,.2850256,.3014757,.2789174,1,0,0,0,1,0,1,0,0,0,27.10815
3899,3,39.7,.2585757,.2734993,.2429316,1,0,0,0,1,0,0,1,0,0,27.10815
3900,3,50,.2825294,.2988354,.266917,1,0,0,0,1,0,0,1,1,0,27.10815
3901,1,89.01,.2436042,.2576637,.2117959,1,0,0,0,1,0,0,1,0,0,27.10815
3902,3,10,.2572572,.2721047,.2410901,1,0,0,0,1,0,0,1,0,1,27.10815
3903,3,40,.2942896,.3112743,.2767405,1,0,0,0,0,0,0,1,1,1,27.10815
3904,3,82.77,.3020645,.319498,.2943368,1,0,0,0,0,0,0,1,0,0,27.10815
3905,3,25,.259432,.274405,.2495734,1,0,0,0,0,0,0,1,0,0,27.10815
3906,3,50,.2751668,.2910479,.2516472,1,0,0,0,1,0,0,1,0,0,27.10815
3943,1,20,.2951137,.3237687,.314707,0,1,0,0,0,0,1,0,0,1,27.85874
3944,1,12,.2450812,.2688781,.2602272,0,1,0,0,0,0,1,0,0,0,27.85874
3945,3,50,.2956447,.3243512,.3134405,0,1,0,0,0,0,0,1,1,0,27.85874
3946,1,40,.2907743,.319008,.3147864,0,1,0,0,1,0,1,0,1,1,27.85874
3947,1,10,.2659695,.2917947,.2819702,0,1,0,1,1,0,1,0,0,1,27.85874
3948,1,20,.2775421,.3044909,.3063263,0,1,0,1,0,0,0,1,0,0,27.85874
3949,1,20,.2483903,.2725085,.2638015,0,1,0,1,1,0,0,1,0,0,27.85874
3950,1,104,.2622735,.2877398,.28462,0,1,0,0,1,0,1,0,0,1,27.85874
3951,1,50,.2839049,.3114715,.3024835,0,1,0,0,0,1,0,1,1,0,27.85874
3952,1,25,.2573372,.2823242,.2697413,0,1,0,0,0,0,0,1,0,1,27.85874
3953,1,50,.2660667,.2919013,.2889013,0,1,0,0,0,1,0,1,0,0,27.85874
3954,3,30,.2954441,.3241311,.3200316,0,1,0,0,1,0,0,1,0,1,27.85874
3955,1,113.38,.2659695,.2917947,.2819702,0,1,0,0,1,0,0,0,0,1,27.85874
3956,3,20,.2483282,.2724404,.2667743,0,1,0,0,0,0,0,1,0,0,27.85874
3957,1,30,.3176918,.3485391,.3432794,0,1,0,0,0,0,1,0,0,0,27.85874
3958,1,10,.2658716,.2916873,.2828281,0,1,0,0,1,0,1,0,0,0,27.85874
3959,1,20,.2824042,.3098252,.3073967,0,1,0,0,0,1,1,0,0,0,27.85874
3960,3,50,.3792622,.4160879,.4022005,0,1,0,1,1,0,0,1,1,0,27.85874
3997,3,80.02,.2469748,.2564774,.2068596,0,0,0,0,0,0,1,0,0,0,26.59272
3998,1,20,.2588282,.2687869,.2300682,0,0,0,1,1,0,0,1,1,0,26.59272
3999,1,80,.4839606,.5025815,.4451907,0,0,0,1,1,0,0,1,0,1,26.59272
4000,3,20,.305376,.3171257,.2731586,0,0,0,0,0,0,0,1,0,1,26.59272
4001,3,50,.2446143,.2540261,.2159753,0,0,0,0,1,0,1,0,0,0,26.59272
4002,1,50,.3288709,.3415246,.2971916,0,0,0,0,1,0,0,1,1,0,26.59272
4003,3,50,.25771,.2676258,.2155178,0,0,0,0,1,0,0,1,0,1,26.59272
4004,1,41.02,.2395401,.2487567,.2104298,0,0,0,0,0,0,0,1,0,0,26.59272
4005,1,10,.2610199,.2710629,.2359081,0,0,0,0,1,0,0,1,0,0,26.59272
4006,3,15,.2899805,.3011379,.2573313,0,0,0,0,1,0,1,0,0,0,26.59272
4007,3,40,.2548584,.2646644,.2306385,0,0,0,0,0,1,0,1,0,0,26.59272
4008,3,20,.3199994,.3323118,.2962978,0,0,0,0,1,0,0,1,0,0,26.59272
4009,1,20,.3222457,.3346446,.2884171,0,0,0,0,1,0,0,1,0,1,26.59272
4010,1,50,.2493097,.2589022,.2208001,0,0,0,0,0,0,0,1,0,1,26.59272
4011,3,79,.279982,.2907546,.2498415,0,0,0,0,1,0,0,1,1,1,26.59272
4012,1,30,.2643515,.2745228,.2425065,0,0,0,0,1,0,1,0,0,1,26.59272
4013,3,10,.2400944,.2493323,.2145631,0,0,0,0,0,0,0,1,0,0,26.59272
4014,3,30,.316338,.3285095,.2905695,0,0,0,1,1,0,1,0,0,0,26.59272
4051,3,85,.3001635,.3216114,.2780414,0,0,0,0,1,0,1,0,1,0,34.65624
4052,1,30,.3048549,.326638,.2825089,0,0,0,0,1,0,0,1,0,0,34.65624
